date,date_kind,date_precision,track,category,headline,detail,quote,source_type,source_ref,issue,verified,notes
2020-07-27,announced,day,ucl,wellbeing,Individual Risk Assessments offered to staff worried about returning,With the explicit possibility that the outcome is not returning to campus at this stage.,You may be asked to complete an Individual Risk Assessment to help understand your concerns and identify any measures that might manage any risks to your health and take into account your circumstances. In some cases that may mean that you do not return to campus at this stage.,newsletter,095_27_July__Issue_95_.html,95,quote-exact,
2020-07-27,announced,day,ucl,restrictions,Staff who can work remotely may do so until January 2021,"With an option to work on campus from 1 September when most buildings opened, subject to the 25% occupancy cap.","If your role means you don’t need to attend site to do your work , you may be able to continue working remotely until January 2021, when this policy will be reviewed.",newsletter,095_27_July__Issue_95_.html,95,quote-exact,"The policy under which the whole of autumn 2020 was run, and therefore the policy behind the on-campus case counts when the series begins on 12 October."
2020-07-27,announced,day,ucl,civic,UCL installs 600 cycle racks in response to commuting fears in the wellbeing survey,"With a cycling buddy scheme, the tax-free cycle scheme, and advice on off-peak travel and part-journey walking.",Many of you have let us know through the Your Wellbeing survey that commuting to work is an area of concern.,newsletter,095_27_July__Issue_95_.html,95,quote-exact,"A traceable line from an internal data collection to a physical change on campus, which is the pattern the case statistics later followed."
2020-07-28,announced,day,ucl,research,UKRI allocates UCL £10.8m to sustain grant-funded research,"About 6% of UCL's UKRI award portfolio, prioritising projects ending before 31 March 2021 and those with staff who had been furloughed.","UCL has been allocated £10.8m, which is equivalent to about 6% of our current UKRI award portfolio.",newsletter,096_28_July__Issue_96_.html,96,quote-exact,The concrete outcome of the government research support package recorded in June. UKRI also asked that the money mitigate disadvantage to protected groups.
2020-08-01,announced,day,ucl,governance,Provost takes a 20% pay reduction donated to the student hardship fund,"For six months from 1 August 2020, alongside a Give as You Earn scheme opened for the Senior Management Team.","I have volunteered to take a pay reduction of 20% of my salary, which will be donated to the student hardship fund, for six months from August 1st.",newsletter,031_24_April__Issue_31_.html,31,quote-exact,Filed on the effective date of 1 August 2020; announced 24 April in issue 31.
2020-08-03,effective,day,ucl,governance,Newsletter cadence drops from daily to twice weekly at issue 100,"Mondays and Wednesdays, in response to a reader survey asking for fewer emails.","With that in mind, from today you’ll receive an update twice a week on Mondays and Wednesdays.",newsletter,100_3_August__Issue_100_.html,100,quote-exact,"The first cadence change in the series. It thins again to weekly on 12 October 2020 and to roughly monthly through 2022, so the frequency of the newsletters is itself a record of how urgent the situation felt."
2020-08-03,effective,day,ucl,restrictions,"Staff quarantining after non-essential travel must use leave, not paid absence","Prompted by the Foreign Office revoking Spain's travel corridor at short notice on 27 July, and Luxembourg soon after.","From 3 August, where travel is not for agreed essential UCL work, the default position is for the member of staff to work remotely during their period of self-isolation if possible, by agreement with your line manager. If that is not possible, you should take any remaining annual leave entitlement followed by unpaid leave.",newsletter,100_3_August__Issue_100_.html,100,quote-exact,"A tightening. In June, staff caught by quarantine were offered paid leave as a fallback; from August the fallback is unpaid."
2020-08-03,published,day,ucl,governance,UCL reports shutting over 200 buildings and delivering 647 online exams,"A hundred-working-day retrospective, also recording 147 student interns appointed to move teaching materials online.","Colleagues from every Faculty, Vice Provost’s Office and Professional Services department have, at speed, first shut down over 200 buildings on campus",newsletter,100_3_August__Issue_100_.html,100,quote-exact,"UCL's own summary of the first phase, and the source of the 647 online exams figure. Both numbers are UCL's own and are not independently checkable from the archive."
2020-08-05,published,day,ucl,governance,"No Detriment Principle for Staff published, covering promotions and appraisals",UCL estimated around 40% of employees had been caring for children or loved ones during the pandemic.,UCL leadership have therefore set out clearly how we are going to ensure that all this is taken into account in our No Detriment Principle for Staff .,newsletter,101_5_August__Issue_101_.html,101,quote-exact,"The staff counterpart to the student no-detriment principle adopted on 7 April 2020, four months earlier."
2020-08-10,announced,day,ucl,teaching,UCL undertakes not to reuse teaching recordings without the originator's consent,"Setting aside the position in the Intellectual Property Policy, which assigns film and sound recordings to UCL, for the 2019-20 and 2020-21 academic years.","UCL has committed, notwithstanding the position in the UCL Intellectual Property Policy, not to use teaching-related film and sound recordings created during academic years 2019/20 and 2020/21 without the originators’ consent",newsletter,102_10_August__Issue_102_.html,102,quote-exact,A staff concern created directly by the move online: recording lectures turned teaching into an asset the policy already claimed.
2020-08-12,published,day,ucl,restrictions,"Face covering policy widened to inside offices, labs and teaching spaces","Strongly encouraged throughout campus and mandatory within two metres of another person, with clear-panel coverings procured centrally for classroom teaching.","Face coverings are now strongly encouraged when you’re on campus, both inside buildings and when moving around campus. This includes in offices, labs and teaching spaces.",newsletter,103_12_August__Issue_103_.html,103,quote-exact,"The third tightening in two months: 22 May when distancing was impossible, 10 July mandatory when moving around, 12 August extended indoors throughout."
